Gene_accession no.	class
sul1_2_U12338	folate pathway antagonist
sul1_20_JF262165	folate pathway antagonist
sul1_21_AJ971344	folate pathway antagonist
sul1_22_AY115475	folate pathway antagonist
sul1_23_AJ621187	folate pathway antagonist
sul1_24_EU117158	folate pathway antagonist
sul1_25_AY878717	folate pathway antagonist
sul1_26_AY524415	folate pathway antagonist
sul1_27_GU562437	folate pathway antagonist
sul1_28_JN790946	folate pathway antagonist
sul1_29_AJ746361	folate pathway antagonist
sul1_3_EU855787	folate pathway antagonist
sul1_30_JF262178	folate pathway antagonist
sul1_31_AM040449	folate pathway antagonist
sul1_32_EF592571	folate pathway antagonist
sul1_33_AJ564903	folate pathway antagonist
sul1_34_AY047357	folate pathway antagonist
sul1_35_AB281182	folate pathway antagonist
sul1_36_X15024	folate pathway antagonist
sul1_37_AF188331	folate pathway antagonist
sul1_38_BX248359	folate pathway antagonist
sul1_39_AY522923	folate pathway antagonist
sul1_5_EU780013	folate pathway antagonist
sul1_7_FJ715937	folate pathway antagonist
sul1_8_JN581942	folate pathway antagonist
sul1_9_AY963803	folate pathway antagonist
sul2_1_AF542061	folate pathway antagonist
sul2_10_AM183225	folate pathway antagonist
sul2_11_AY232670	folate pathway antagonist
sul2_12_AF497970	folate pathway antagonist
sul2_13_AJ289135	folate pathway antagonist
sul2_14_AJ514834	folate pathway antagonist
sul2_15_FJ968160	folate pathway antagonist
sul2_17_U57647	folate pathway antagonist
sul2_18_AJ830714	folate pathway antagonist
sul2_19_AJ319822	folate pathway antagonist
sul2_2_AY034138	folate pathway antagonist
sul2_20_AJ830710	folate pathway antagonist
sul2_3_HQ840942	folate pathway antagonist
sul2_5_AY524415	folate pathway antagonist
sul2_6_FN995456	folate pathway antagonist
sul2_7_HM486907	folate pathway antagonist
sul2_8_AJ877041	folate pathway antagonist
sul2_9_FJ197818	folate pathway antagonist
sul2_21_AB366440	folate pathway antagonist
sul3_2_AJ459418	folate pathway antagonist
sul4_1_MG649393	folate pathway antagonist
dfrA1_1_FJ591049	folate pathway antagonist
dfrA1_2_HM055363	folate pathway antagonist
dfrA1_3_GU726913	folate pathway antagonist
dfrA1_4_AB188271	folate pathway antagonist
dfrA1_5_EU089668	folate pathway antagonist
dfrA1_6_FJ215857	folate pathway antagonist
dfrA1_7_AJ400733	folate pathway antagonist
dfrA1_8_X00926	folate pathway antagonist
dfrA1_9_AJ238350	folate pathway antagonist
dfrA1_10_AF203818	folate pathway antagonist
dfrA1_11_AJ419168	folate pathway antagonist
dfrA1_12_AY141977	folate pathway antagonist
dfrA1_13_DQ018382	folate pathway antagonist
dfrA1_14_AB199789	folate pathway antagonist
dfrA1_15_FM207631	folate pathway antagonist
dfrA1_16_FJ001872	folate pathway antagonist
dfrA1_17_FJ489928	folate pathway antagonist
dfrA10_1_L06418	folate pathway antagonist
dfrA12_1_FJ763641	folate pathway antagonist
dfrA12_2_KJ546436	folate pathway antagonist
dfrA12_3_KJ568502	folate pathway antagonist
dfrA12_4_EU650399	folate pathway antagonist
dfrA12_5_FR875302	folate pathway antagonist
dfrA12_6_AY551331	folate pathway antagonist
dfrA12_7_AB196348	folate pathway antagonist
dfrA12_8_AM040708	folate pathway antagonist
dfrA12_9_DQ995286	folate pathway antagonist
dfrA12_10_FM877486	folate pathway antagonist
dfrA13_1_Z50802	folate pathway antagonist
dfrA14_1_KF921535	folate pathway antagonist
dfrA14_2_Z50805	folate pathway antagonist
dfrA14_3_Z50804	folate pathway antagonist
dfrA14_4_AF393510	folate pathway antagonist
dfrA14_5_DQ388123	folate pathway antagonist
dfrA15_1_AF156486	folate pathway antagonist
dfrA15_2_AF221900	folate pathway antagonist
dfrA15_3_DQ647028	folate pathway antagonist
dfrA15_4_AJ867237	folate pathway antagonist
dfrA16_1_AF077008	folate pathway antagonist
dfrA16_2_AF174129	folate pathway antagonist
dfrA16_3_AY878718	folate pathway antagonist
dfrA16_4_EU158182	folate pathway antagonist
dfrA17_1_FJ460238	folate pathway antagonist
dfrA17_2_JN645879	folate pathway antagonist
dfrA17_3_JQ414038	folate pathway antagonist
dfrA17_4_JQ837988	folate pathway antagonist
dfrA17_5_GU358475	folate pathway antagonist
dfrA17_6_AF180469	folate pathway antagonist
dfrA17_7_AB196349	folate pathway antagonist
dfrA17_8_AM932673	folate pathway antagonist
dfrA17_9_FJ807902	folate pathway antagonist
dfrA17_10_AM937244	folate pathway antagonist
dfrA17_11_JN645876	folate pathway antagonist
dfrA18_1_AY034138	folate pathway antagonist
dfrA19_1_AJ310778	folate pathway antagonist
dfrA19_2_EU855687	folate pathway antagonist
dfrA20_1_AJ605332	folate pathway antagonist
dfrA21_1_AY552589	folate pathway antagonist
dfrA22_1_KC200566	folate pathway antagonist
dfrA22_2_KF525301	folate pathway antagonist
dfrA22_3_FM957884	folate pathway antagonist
dfrA22_4_AJ628423	folate pathway antagonist
dfrA22_5_AJ968952	folate pathway antagonist
dfrA23_1_AJ746361	folate pathway antagonist
dfrA24_1_AJ972619	folate pathway antagonist
dfrA25_1_DQ267940	folate pathway antagonist
dfrA26_1_AM403715	folate pathway antagonist
dfrA27_1_FJ459817	folate pathway antagonist
dfrA28_2_FM877476	folate pathway antagonist
dfrA29_1_AM237806	folate pathway antagonist
dfrA3_1_J03306	folate pathway antagonist
dfrA30_1_AM997279	folate pathway antagonist
dfrA31_1_AB200915	folate pathway antagonist
dfrA32_1_GU067642	folate pathway antagonist
dfrA34_1_JYRF01000065	folate pathway antagonist
dfrA5_3_KF030794	folate pathway antagonist
dfrA5_2_FJ001870	folate pathway antagonist
dfrA5_4_AY139589	folate pathway antagonist
dfrA5_1_X12868	folate pathway antagonist
dfrA6_1_Z86002	folate pathway antagonist
dfrA6_2_FJ905898	folate pathway antagonist
dfrA7_1_AB161450	folate pathway antagonist
dfrA7_2_AJ884724	folate pathway antagonist
dfrA7_3_EU339235	folate pathway antagonist
dfrA7_4_FN563072	folate pathway antagonist
dfrA7_5_AJ419170	folate pathway antagonist
dfrA8_1_U10186	folate pathway antagonist
dfrA9_1_X57730	folate pathway antagonist
dfrB1_1_U36276	folate pathway antagonist
dfrB1_2_AM993098	folate pathway antagonist
dfrB2_1_J01773	folate pathway antagonist
dfrB2_2_AY553333	folate pathway antagonist
dfrB3_2_FM877478	folate pathway antagonist
